StudioTestName	ParticipantName	[Gender]Value	RecordingName	RecordingDate	RecordingDuration	MediaName	RecordingTimestamp	LocalTimeStamp	StudioEvent	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[Rectangle]Hit	AOI[Rectangle 2]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	PupilLeft	PupilRight	ValidityLeft	ValidityRight	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		96	14:17:03.001				Unclassified	631					1									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		113	14:17:03.017				Unclassified	631					2									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		130	14:17:03.034				Unclassified	631					3									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		146	14:17:03.051				Unclassified	631					4									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		163	14:17:03.067				Unclassified	631					5									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		179	14:17:03.084				Unclassified	631					6									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		196	14:17:03.101				Unclassified	631					7									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		213	14:17:03.117				Unclassified	631					8									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		229	14:17:03.134				Unclassified	631					9									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		246	14:17:03.150				Unclassified	631					10									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		261	14:17:03.165				Unclassified	631					11									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		278	14:17:03.182				Unclassified	631					12									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		295	14:17:03.199				Unclassified	631					13									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		311	14:17:03.216				Unclassified	631					14									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		329	14:17:03.233				Unclassified	631					15									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		346	14:17:03.250				Unclassified	631					16									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		361	14:17:03.265				Unclassified	631					17									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		377	14:17:03.282				Unclassified	631					18									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		394	14:17:03.299				Unclassified	631					19									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		411	14:17:03.315				Unclassified	631					20									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		427	14:17:03.332				Unclassified	631					21									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		444	14:17:03.348				Unclassified	631					22									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		461	14:17:03.365				Unclassified	631					23									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		477	14:17:03.382				Unclassified	631					24									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		494	14:17:03.398				Unclassified	631					25									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		511	14:17:03.415				Unclassified	631					26									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		527	14:17:03.432				Unclassified	631					27									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		544	14:17:03.448				Unclassified	631					28									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		561	14:17:03.465				Unclassified	631					29									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		577	14:17:03.482				Unclassified	631					30									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		594	14:17:03.498				Unclassified	631					31									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		611	14:17:03.515				Unclassified	631					32									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		627	14:17:03.532				Unclassified	631					33									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		644	14:17:03.548				Unclassified	631					34									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		661	14:17:03.565				Unclassified	631					35									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		677	14:17:03.582				Unclassified	631					36									4	4	
UnInformative A	ANCAT131	F	ANCAT131	10/16/2012	302693		694	14:17:03.598				Unclassified	631					37									4	4	
