StudioTestName	ParticipantName	[Gender]Value	RecordingName	RecordingDate	RecordingDuration	MediaName	RecordingTimestamp	LocalTimeStamp	StudioEvent	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[Rectangle]Hit	AOI[Rectangle 2]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	PupilLeft	PupilRight	ValidityLeft	ValidityRight	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		95	10:13:57.215				Unclassified	333					1									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		112	10:13:57.231				Unclassified	333					2									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		128	10:13:57.248				Unclassified	333					3									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		145	10:13:57.265				Unclassified	333					4									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		162	10:13:57.281				Unclassified	333					5									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		178	10:13:57.298				Unclassified	333					6									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		195	10:13:57.315				Unclassified	333					7									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		212	10:13:57.331				Unclassified	333					8									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		228	10:13:57.348				Unclassified	333					9									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		245	10:13:57.365				Unclassified	333					10									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		262	10:13:57.381				Unclassified	333					11									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		278	10:13:57.398				Unclassified	333					12									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		295	10:13:57.415				Unclassified	333					13									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		312	10:13:57.431				Unclassified	333					14									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		328	10:13:57.448				Unclassified	333					15									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		346	10:13:57.466				Unclassified	333					16									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		364	10:13:57.483				Unclassified	333					17									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		378	10:13:57.498				Unclassified	333					18									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		395	10:13:57.515				Unclassified	333					19									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		412	10:13:57.531				Unclassified	333					20									4	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		428	10:13:57.548				Unclassified	333					21	918	529	968	516	943	522	3.08	3.00	0	0	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		445	10:13:57.564		1		Fixation	100					22	922	547			922	547	3.11		0	4	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		462	10:13:57.581		1		Fixation	100					23	961	547	984	459	972	503	2.75	2.93	0	0	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		478	10:13:57.598		1		Fixation	100					24	982	519	1056	523	1019	521	2.85	2.84	0	0	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		495	10:13:57.614		1		Fixation	100					25	942	540	990	521	966	530	2.79	2.85	0	0	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		512	10:13:57.631		1		Fixation	100					26	930	502	1033	499	981	500	3.01	2.80	0	0	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		528	10:13:57.648		1		Fixation	100					27	932	546	990	515	961	530	2.81	2.76	0	0	
UnInformative A	ANCAT119	F	ANCAT119	8/9/2012	310510		545	10:13:57.664		2		Fixation	150					28	973	507	1080	514	1026	510	3.01	2.89	0	0	
